row,stim_idx,edit_type,word_orig,in_ctx,in_full_prefix,d_own,d_pos2,d_foreign,d_noinj
340,98,corrupt_det,"""1.",False,False,4.452457904815674,-1.8634071350097656,0.0720958709716796,1.171794891357422
341,98,corrupt,"Etymology""",True,True,4.286003112792969,4.845359802246094,-1.2395782470703125,-4.551383972167969
343,98,corrupt,"'Singapore'""",False,False,5.390398025512695,1.1878299713134766,6.64845085144043,0.488372802734375
343,98,corrupt_det,"'Singapore'""",False,False,10.007713317871094,2.290956497192383,-2.5328941345214844,6.246988296508789
344,99,corrupt,comedic,False,False,6.4999998807907104,8.265625953674316,1.0078125,0.625
345,99,corrupt_det,"""In",True,True,17.968750953674316,7.28125,13.687500953674316,6.21875
346,99,corrupt_det,"(""He",False,True,14.427669525146484,10.453132629394531,3.435583114624023,11.19175624847412
347,100,corrupt_det,Wikipedia,False,False,26.89062410593033,20.015625834465027,10.875000953674316,25.124999701976776
349,100,corrupt,four-year,False,False,20.261795591330156,-1.722858428955078,-1.3908843994140625,-0.6017417907714844
349,100,corrupt_det,"(""The",True,True,21.562500953674316,12.406249046325684,16.609375,6.78125
350,101,corrupt_det,RCA,False,False,17.998047702014446,12.738280296325684,-0.296875,-1.953125
351,101,corrupt,decline,False,False,8.43750011920929,0.0625,-4.375,5.4375
351,101,corrupt_det,"""While",False,False,13.375000476837158,8.5625,5.53125,1.7187490463256836
352,101,corrupt,RCA's,False,False,8.845604419708252,9.307868957519531,0.7180080413818359,-1.0625743865966797
353,102,corrupt,highway.,False,False,17.760913848876953,6.144325256347656,1.887250900268555,9.738730430603027
353,102,corrupt_det,Canadian,True,True,21.648437201976776,25.562500298023224,8.3125,9.265624046325684
354,102,corrupt,dirtiest,False,False,-2.5020177364349365,-2.772918701171875,-0.2025918960571289,-1.1453170776367188
354,102,corrupt_det,"""Some",False,False,16.74960708618164,11.498230934143066,19.84710431098938,7.439202308654785
355,102,corrupt,majority,False,False,-0.109375,2.328125,2.734375,3.1953125
355,102,corrupt_det,PM,False,False,10.906250953674316,4.1875,3.765625,6.0234375
356,102,corrupt_det,"(""The",True,True,15.312499284744264,7.875,13.437499642372131,4.5625
357,103,corrupt,female,False,True,8.187499761581421,3.1875,1.25,0.3125
358,103,corrupt,she,False,True,1.3749998807907104,-1.1875,-4.90625,-3.90625
358,103,corrupt_det,"(""But",False,True,10.875,2.09375,2.40625,5.593750953674316
360,103,corrupt,"sing""),",True,True,5.74807071685791,5.683873176574707,-1.923797607421875,-0.3841533660888672
361,104,corrupt,sci-fi,False,False,18.057883620262142,7.491631507873535,3.2167396545410156,-3.975350379943848
362,104,corrupt_det,"""Unlike",True,True,26.130139589309692,6.03402042388916,8.76040267944336,-0.8475189208984375
363,104,corrupt_det,"(""Unlike",True,True,40.827235624194145,16.66483974456787,18.563154220581055,9.81868839263916
365,105,corrupt,"NBC""",True,True,8.402454419061542,-1.400303840637207,-3.695258140563965,-2.916499137878418
365,105,corrupt_det,"""The",True,True,16.20358419418335,18.12532138824463,16.139742851257324,13.767718315124512
366,105,corrupt,"""show""",False,False,27.683937549591064,0.5267925262451172,0.6671638488769531,0.0800638198852539
